상권명,다중지역정보,업종정보,점포수,위도,경도
은행2동주민센터,"{""type"":""Polygon"",""coordinates"":[[[127.166555746,37.459203786],[127.166218512,37.458806895],[127.1664932,37.458659026],[127.16647406,37.458569347],[127.166429398,37.458360097],[127.166498387,37.458318345],[127.166795334,37.458137969],[127.166934384,37.458053346],[127.166838472,37.457655637],[127.166931616,37.457155072],[127.166786093,37.456963133],[127.166755062,37.456920712],[127.166546277,37.457034898],[127.166409258,37.457110299],[127.166280478,37.457181858],[127.166245564,37.45720314],[127.166234759,37.457209334],[127.1661363,37.457262335],[127.16602505,37.457326978],[127.16602361,37.457327808],[127.165946285,37.457372],[127.165935231,37.457377933],[127.165873497,37.457408995],[127.165671642,37.457519583],[127.165668936,37.457521042],[127.165449094,37.457637791],[127.165441401,37.45764157],[127.165305768,37.457713401],[127.165296091,37.457718729],[127.165256656,37.457740448],[127.165252635,37.457742612],[127.164944746,37.457904508],[127.164567763,37.458102734],[127.164648984,37.458199019],[127.164657937,37.458209317],[127.164658757,37.458210267],[127.164721146,37.458283017],[127.164899185,37.458490302],[127.165178765,37.458816196],[127.165179101,37.458816589],[127.165205027,37.458846981],[127.165208946,37.458851528],[127.16520919,37.458851811],[127.165210652,37.458853515],[127.165210815,37.458853698],[127.165215099,37.458858675],[127.165229263,37.458875144],[127.165229611,37.45887555],[127.165266458,37.458918641],[127.165289704,37.458945535],[127.165290365,37.458946304],[127.165340526,37.459004983],[127.165397825,37.459071672],[127.165398028,37.459071909],[127.165474953,37.459161744],[127.165528155,37.459223978],[127.1656055,37.459314246],[127.165820375,37.45956478],[127.165821357,37.459565934],[127.165841255,37.459589525],[127.166211578,37.45938972],[127.166220572,37.459384862],[127.166223497,37.459383281],[127.166555746,37.459203786]]]}",한식 육류 요리 전문점/일반의원/부동산 중개 및 대리업/노래 연습장 운영업/두발 미용업/기타 주점업/통신기기 소매업/한식 해산물 요리 전문점/태권도 및 무술 교육기관/치과의원/한식 일반 음식점업,83,37.45824529246560,127.16565541885100
신흥3동주민센터,"{""type"":""Polygon"",""coordinates"":[[[127.146675897,37.445038937],[127.146288724,37.444643054],[127.146024094,37.444372513],[127.145854119,37.44447491],[127.146510023,37.445122217],[127.146339179,37.445207713],[127.146167975,37.44529377],[127.145568883,37.444681787],[127.145395518,37.444802744],[127.145079513,37.44501334],[127.145878398,37.445864698],[127.14589754,37.44585209],[127.14617795,37.445667401],[127.146731199,37.445303],[127.146825185,37.445241087],[127.146833259,37.445236011],[127.146856735,37.445221928],[127.14779229,37.444660674],[127.147861943,37.444618885],[127.147873569,37.444611915],[127.147883408,37.444606339],[127.147939359,37.444576387],[127.149008397,37.444003986],[127.149016901,37.443999649],[127.149451754,37.443788641],[127.149713977,37.443661393],[127.149746188,37.443645758],[127.150117385,37.443465634],[127.150295112,37.443379385],[127.150586274,37.443230609],[127.151144821,37.442945208],[127.150735432,37.442797992],[127.150152623,37.442587689],[127.150429143,37.442105564],[127.150334612,37.442074477],[127.150287725,37.44205907],[127.150241398,37.442043837],[127.150239663,37.44204326],[127.150214234,37.442034701],[127.150163564,37.442018027],[127.150104499,37.441998672],[127.150103509,37.441998345],[127.150083017,37.441991539],[127.150072787,37.441988169],[127.150069073,37.441986947],[127.150052538,37.441981719],[127.150051951,37.441981532],[127.149905712,37.441934913],[127.149894475,37.441931325],[127.149888308,37.441929362],[127.14968941,37.441865952],[127.149681125,37.441863312],[127.149635332,37.44184871],[127.149632646,37.441847837],[127.149575717,37.441829006],[127.149551305,37.441820927],[127.149275966,37.442317266],[127.149069762,37.442688603],[127.147879723,37.442273998],[127.147715786,37.44256116],[127.146317613,37.442065071],[127.14624046,37.442204181],[127.146140156,37.442360582],[127.14604324,37.442498422],[127.145934478,37.442653073],[127.146652073,37.442935327],[127.146554265,37.443089493],[127.145826076,37.442807162],[127.145712255,37.442971913],[127.146206994,37.443161891],[127.146095619,37.443328912],[127.146491798,37.443490583],[127.146384732,37.443651441],[127.146796907,37.44383519],[127.147113821,37.444260414],[127.14692775,37.444349743],[127.147257057,37.44477224],[127.147057854,37.444867107],[127.146855718,37.444971527],[127.14668707,37.445050281],[127.146675897,37.445038937]]]}",한식 일반 음식점업/두발 미용업/체인화 편의점/부동산 중개 및 대리업/기타 주점업/한식 육류 요리 전문점/피자  햄버거  샌드위치 및 유사 음식점업/기타 음ㆍ식료품 위주 종합 소매업/김밥 및 기타 간이 음식점업/커피 전문점,105,37.44391727752420,127.14802442230600
하남대로654번길,"{""type"":""Polygon"",""coordinates"":[[[127.225993296,37.534413498],[127.225170779,37.532391637],[127.225086496,37.53213034],[127.225143879,37.531880671],[127.225000675,37.531470313],[127.223824854,37.530017525],[127.223491712,37.529751778],[127.222921836,37.529573455],[127.222423726,37.52908924],[127.222246774,37.528696114],[127.222202195,37.528363674],[127.221931466,37.528114211],[127.221811979,37.528466089],[127.221802778,37.528487665],[127.22137117,37.529322345],[127.221191393,37.529671948],[127.221180725,37.529689825],[127.220954476,37.530020757],[127.220952363,37.530023779],[127.220390065,37.530809921],[127.220377837,37.530825181],[127.220173153,37.531054342],[127.220097214,37.531139358],[127.220065122,37.531168182],[127.21980677,37.531355408],[127.219780027,37.531372048],[127.219536413,37.531501438],[127.219501761,37.531516541],[127.21932764,37.531577368],[127.220284778,37.532003054],[127.220607025,37.531989971],[127.221182863,37.534252051],[127.219973976,37.533704013],[127.218870749,37.533435426],[127.218294825,37.533428806],[127.218144449,37.53330279],[127.218375802,37.53417497],[127.218778299,37.534707565],[127.218987009,37.53520847],[127.219392531,37.535621129],[127.219528829,37.536013427],[127.219510158,37.536278554],[127.219749277,37.536848364],[127.220026968,37.538468615],[127.220031614,37.538464614],[127.220063654,37.538436067],[127.220101998,37.538395464],[127.220803855,37.537522694],[127.220806312,37.537519703],[127.221223683,37.537022672],[127.22162566,37.536543949],[127.221801728,37.536316727],[127.221804501,37.536313238],[127.221887812,37.536211039],[127.222028945,37.536037896],[127.222034503,37.536031391],[127.222173055,37.535876649],[127.222419266,37.535575887],[127.222433747,37.535560133],[127.222551867,37.535445252],[127.222581625,37.535421286],[127.222742569,37.535313901],[127.222798834,37.53528637],[127.222991321,37.535220742],[127.223007196,37.535215883],[127.223386321,37.535112684],[127.223386622,37.535112602],[127.223974547,37.534953298],[127.223994804,37.53494781],[127.224163101,37.534902209],[127.224163977,37.534901973],[127.225603104,37.534517248],[127.225989085,37.534414062],[127.225993296,37.534413498]]]}",한식 일반 음식점업/부동산 중개 및 대리업/자동차 전문 수리업/슈퍼마켓/전자상거래 소매업/커피 전문점/화초 및 식물 소매업/한식 육류 요리 전문점/체인화 편의점/육류 소매업/건강 보조식품 소매업/컴퓨터 및 주변장치  소프트웨어 소매업/가구 소매업/전기용품 및 조명장치 소매업/주방용품 및 가정용 유리  요업제품 소매업/자전거 및 기타 운송장비 소매업/전자상거래 소매 중개업/골프 연습장 운영업/자동차 세차업,39,37.53284456952340,127.22308946817200
북촌3길,"{""type"":""Polygon"",""coordinates"":[[[126.802047462,37.34325034],[126.802210572,37.343382954],[126.802775988,37.342956162],[126.803120479,37.343250236],[126.803460505,37.343536943],[126.802879581,37.343963018],[126.802847746,37.344013381],[126.803018302,37.344155896],[126.803862762,37.343546638],[126.804022746,37.343799987],[126.804561274,37.34466988],[126.804352093,37.344761253],[126.804271745,37.344913059],[126.804052318,37.344871985],[126.803700678,37.345161842],[126.803217717,37.344947465],[126.802627929,37.345420192],[126.802907484,37.345539593],[126.803291047,37.345216272],[126.803739149,37.345404953],[126.804113209,37.34510237],[126.804201418,37.345122409],[126.805087024,37.345322823],[126.805237414,37.344912668],[126.80539887,37.344471651],[126.805576932,37.343984058],[126.806049366,37.344105959],[126.806390303,37.344179791],[126.806600816,37.344226966],[126.806920616,37.344302463],[126.806927471,37.344288864],[126.806932561,37.344278769],[126.807427052,37.343297793],[126.807433039,37.343285926],[126.807600633,37.342953425],[126.807624578,37.342865871],[126.80763856,37.342806274],[126.807641828,37.342694452],[126.807606331,37.342169142],[126.80760578,37.342160961],[126.807604183,37.342137404],[126.807583729,37.341835385],[126.807260771,37.341772623],[126.806234328,37.341595699],[126.806234029,37.341595647],[126.806231504,37.341595209],[126.804743113,37.341338635],[126.804079106,37.341224165],[126.804021978,37.341440714],[126.804692693,37.34155973],[126.804681157,37.341597909],[126.804502087,37.342193617],[126.804316456,37.342357314],[126.804264594,37.342402969],[126.803497402,37.342966832],[126.802963429,37.342560115],[126.802069838,37.343233473],[126.802049132,37.343249081],[126.802047462,37.34325034]]]}",한식 일반 음식점업/두발 미용업/중식 음식점업/기타 주점업/부동산 중개 및 대리업/노래 연습장 운영업/한식 육류 요리 전문점/자동차 전문 수리업/기타 음ㆍ식료품 위주 종합 소매업/치킨 전문점/일반 교과학원,209,37.34334121797670,126.80531385947500
삼성로87번길,"{""type"":""Polygon"",""coordinates"":[[[126.935585287,37.341141901],[126.93558258,37.341333939],[126.935586202,37.341452237],[126.935590309,37.341586309],[126.935674783,37.341898501],[126.935783394,37.34229989],[126.935991596,37.342541671],[126.936410448,37.342325796],[126.937197246,37.341877254],[126.937268494,37.341826644],[126.937334198,37.341944373],[126.937462515,37.342174171],[126.937654477,37.342517737],[126.937918168,37.342851809],[126.938194311,37.343201988],[126.938240743,37.343153273],[126.938267959,37.343129476],[126.938335419,37.343080174],[126.938351934,37.34306921],[126.938498038,37.342981256],[126.938514924,37.34297202],[126.938703602,37.342878552],[126.938747198,37.342863907],[126.938501022,37.342577809],[126.938491326,37.342565506],[126.938328929,37.342339713],[126.938328125,37.342338586],[126.938155591,37.34209465],[126.938145446,37.3420803],[126.93813353,37.342060785],[126.938102892,37.342001835],[126.93801169,37.341826335],[126.93795413,37.341715592],[126.937947377,37.341700806],[126.937890633,37.341557396],[126.93778864,37.341299637],[126.937763224,37.341235398],[126.937757733,37.341218808],[126.937704567,37.341020352],[126.937633764,37.340756029],[126.937616648,37.34069214],[126.937111945,37.340948053],[126.93706787,37.340965348],[126.936637551,37.341089898],[126.936597843,37.34109822],[126.936206876,37.341150398],[126.936173157,37.341152843],[126.936018786,37.341154749],[126.936006758,37.341154641],[126.935585287,37.341141901]]]}",한식 일반 음식점업/한식 육류 요리 전문점/커피 전문점/골프 연습장 운영업/화장품  비누 및 방향제 소매업/운동 및 경기용품 소매업/두발 미용업/기타 주점업/피자  햄버거  샌드위치 및 유사 음식점업/체인화 편의점/서적  신문 및 잡지류 소매업/전자상거래 소매업/한식 면 요리 전문점/중식 음식점업/일식 음식점업/제과점업/일반 교과학원/태권도 및 무술 교육기관/기타 스포츠 교육기관/기타 예술학원/외국어학원/체력 단련시설 운영업/자동차 세차업/기타 미용업/가정용 세탁업,43,37.34197238297310,126.93636221479700
소사본3동주민센터,"{""type"":""Polygon"",""coordinates"":[[[126.796368581,37.470354605],[126.796789149,37.470523718],[126.797506636,37.470812027],[126.797497175,37.471403239],[126.79718661,37.47140515],[126.796253517,37.471409737],[126.796265428,37.471967377],[126.796261025,37.472506831],[126.796258917,37.473366177],[126.796390003,37.473365259],[126.796862059,37.473361614],[126.79753304,37.473356611],[126.797533256,37.473784607],[126.797532084,37.474277352],[126.797534532,37.475206013],[126.79753576,37.475372154],[126.797354166,37.475371998],[126.797184067,37.475514435],[126.796528646,37.475517342],[126.796528604,37.475564083],[126.796525257,37.476302339],[126.796185034,37.476301692],[126.796204504,37.47737976],[126.796868015,37.477291902],[126.797539386,37.477198488],[126.79751629,37.478332438],[126.797728451,37.47829968],[126.798287368,37.478213003],[126.798289536,37.477944965],[126.798291755,37.477651586],[126.798295446,37.477199977],[126.798294481,37.476951055],[126.798292094,37.476305097],[126.798291484,37.476166556],[126.798289926,37.475667589],[126.798288443,37.475208043],[126.799106653,37.475210158],[126.799113023,37.474877964],[126.799117599,37.474635855],[126.799123332,37.474277186],[126.799121615,37.474229864],[126.799116615,37.473791119],[126.799114005,37.473600748],[126.799111555,37.473378278],[126.799770056,37.473380456],[126.800130047,37.473381293],[126.800440921,37.473382756],[126.800898396,37.473385142],[126.801123045,37.473387982],[126.801481922,37.473392182],[126.801872825,37.473382064],[126.801871926,37.473371918],[126.801847265,37.473123882],[126.801811628,37.472633579],[126.801582747,37.472253949],[126.80169891,37.472236301],[126.801592502,37.472103305],[126.801574723,37.472076276],[126.801469724,37.471877283],[126.801460167,37.471855292],[126.801353097,37.471545561],[126.801306396,37.471472306],[126.801285885,37.471440133],[126.801270755,37.471409916],[126.80124741,37.471347411],[126.801078959,37.471070334],[126.800977111,37.470938923],[126.800959135,37.470920759],[126.800365913,37.471243148],[126.80018406,37.47103857],[126.800767505,37.470727118],[126.800599091,37.470556936],[126.800330289,37.470308414],[126.800303328,37.470283488],[126.799756372,37.470499237],[126.799499637,37.470603631],[126.79910814,37.470762407],[126.799101287,37.470704896],[126.79884223,37.470600899],[126.798585283,37.470497486],[126.798319216,37.470390037],[126.798581312,37.469994551],[126.798835203,37.469607688],[126.79846548,37.469498223],[126.798212904,37.469880431],[126.798078564,37.470283972],[126.79780459,37.470162926],[126.797503248,37.470030339],[126.797488855,37.470024561],[126.796766266,37.469738241],[126.796761429,37.469745738],[126.796761288,37.469745957],[126.796761119,37.46974622],[126.796368581,37.470354605]],[[126.79909059,37.471396337],[126.799103052,37.470948196],[126.799499068,37.470948836],[126.799497787,37.471404976],[126.79941621,37.471403022],[126.799408679,37.472029169],[126.799107991,37.472031748],[126.79909059,37.471396337]],[[126.79981493,37.471411573],[126.800147605,37.47141889],[126.800128461,37.471754897],[126.80011656,37.472522351],[126.799774351,37.472514374],[126.799810312,37.471744911],[126.79981493,37.471411573]],[[126.800471677,37.472540595],[126.800464633,37.472118723],[126.800965711,37.472554051],[126.800744272,37.472549553],[126.800816251,37.472710218],[126.800728844,37.473029201],[126.800464446,37.473037783],[126.800471677,37.472540595]],[[126.79754205,37.476303669],[126.797538219,37.475770327],[126.797909235,37.47576734],[126.797911238,37.476304606],[126.79754205,37.476303669]]]}",두발 미용업/한식 일반 음식점업/치킨 전문점/채소  과실 및 뿌리작물 소매업/부동산 중개 및 대리업/커피 전문점/한식 육류 요리 전문점/기타 주점업/김밥 및 기타 간이 음식점업/기타 음ㆍ식료품 위주 종합 소매업/체인화 편의점/육류 소매업/전자상거래 소매업,335,37.47400914055920,126.79832591994200
당동초등학교,"{""type"":""Polygon"",""coordinates"":[[[126.939606981,37.346466708],[126.939968824,37.346307767],[126.940334137,37.346766077],[126.940456984,37.346934437],[126.940048875,37.347106061],[126.940165187,37.347274639],[126.94017746,37.347295476],[126.940206468,37.347354204],[126.940602312,37.347134536],[126.941988794,37.346527943],[126.941802893,37.346345143],[126.941771359,37.346314128],[126.941587055,37.346144854],[126.941364934,37.345940849],[126.94114281,37.345736841],[126.9409207,37.345532833],[126.940780687,37.345404227],[126.94072742,37.345355308],[126.940705589,37.345331597],[126.940686645,37.345307047],[126.940631696,37.345245772],[126.94010705,37.345531267],[126.939991859,37.345395638],[126.94050028,37.345099228],[126.940484791,37.345081956],[126.940478054,37.345074004],[126.940283394,37.344830507],[126.94028024,37.344826443],[126.940117798,37.344610842],[126.939939354,37.34438208],[126.939938438,37.344380895],[126.939762964,37.344152015],[126.939755976,37.344142226],[126.939612588,37.343925896],[126.939408131,37.343708342],[126.939398104,37.343696755],[126.939216151,37.343467872],[126.939213931,37.343465021],[126.938993964,37.343176578],[126.938991459,37.343173211],[126.938980431,37.343158016],[126.938941596,37.343184797],[126.938761624,37.343273953],[126.938632283,37.343351815],[126.9385877,37.343384398],[126.93848782,37.343489193],[126.938426057,37.343588841],[126.938392091,37.343677123],[126.938370492,37.343765895],[126.938353859,37.344114557],[126.938353448,37.344120552],[126.938341951,37.34424891],[126.938360339,37.344478277],[126.938429084,37.344784999],[126.938527245,37.344993476],[126.938668998,37.345233525],[126.938858465,37.345484769],[126.939042358,37.345723449],[126.939043095,37.345724414],[126.939252474,37.346000029],[126.939606981,37.346466708]]]}",일반 교과학원/골프 연습장 운영업/두발 미용업/한식 육류 요리 전문점/커피 전문점/체력 단련시설 운영업/자동차 전문 수리업/한식 일반 음식점업/기타 스포츠 교육기관/음악학원/외국어학원,85,37.34527579611970,126.93944867596100
운중동주민센터,"{""type"":""Polygon"",""coordinates"":[[[127.077067464,37.390018223],[127.076730083,37.389902959],[127.075895159,37.389821544],[127.075924001,37.390186354],[127.075953048,37.390521988],[127.075953149,37.390523213],[127.07598119,37.390882837],[127.076007959,37.391213882],[127.076037914,37.391575889],[127.076234026,37.391565668],[127.077133529,37.391513085],[127.077139727,37.391512726],[127.077421798,37.391496232],[127.078307171,37.391422832],[127.07831427,37.391422247],[127.078365215,37.391418024],[127.078335418,37.39109024],[127.078276288,37.390442132],[127.077555561,37.390189288],[127.077067464,37.390018223]]]}",일반 교과학원/김밥 및 기타 간이 음식점업/한식 일반 음식점업/커피 전문점/일반의원/육류 소매업/기타 음ㆍ식료품 위주 종합 소매업/두발 미용업/치킨 전문점/기타 스포츠 교육기관/한의원/전자상거래 소매업/제과점업,156,37.39070226991650,127.07713356027100
엘에스로_1,"{""type"":""Polygon"",""coordinates"":[[[126.95367721,37.366282503],[126.95269934,37.366302581],[126.952110508,37.3664055],[126.95213188,37.366492418],[126.952319932,37.366618541],[126.952636618,37.366830841],[126.952620011,37.366934317],[126.952750714,37.367049233],[126.952576794,37.367099507],[126.952350841,37.367263643],[126.952047538,37.367408509],[126.952342596,37.367552475],[126.952617101,37.367703017],[126.952232818,37.368160099],[126.952236567,37.368162121],[126.952253151,37.368171062],[126.952511767,37.368310491],[126.952591047,37.368207385],[126.952743926,37.368046545],[126.952891959,37.36785356],[126.953301318,37.368074562],[126.95362944,37.368251481],[126.953264688,37.368716408],[126.953370478,37.368773441],[126.953895356,37.368361292],[126.954235716,37.368094018],[126.954370447,37.367988229],[126.954373201,37.367986058],[126.954373515,37.367985811],[126.95456423,37.367836052],[126.954583085,37.367821244],[126.954674148,37.367749735],[126.95430259,37.366927786],[126.954281712,37.366881421],[126.954983172,37.366619545],[126.954722314,37.366247804],[126.953895665,37.366277111],[126.953882253,37.366277556],[126.95367721,37.366282503]]]}",한식 일반 음식점업/기타 주점업/한식 육류 요리 전문점/여관업/당구장 운영업/커피 전문점/운동 및 경기용품 소매업/노래 연습장 운영업/체인화 편의점/체력 단련시설 운영업/생맥주 전문점/제과점업,58,37.36748096306670,126.95337396233400
와동로1길,"{""type"":""Polygon"",""coordinates"":[[[126.826827348,37.331945096],[126.826548625,37.33209411],[126.825971864,37.332402641],[126.825847411,37.332468987],[126.825569688,37.33214185],[126.825338512,37.33187013],[126.823671881,37.332759117],[126.82393482,37.333075126],[126.823498539,37.333306196],[126.823391256,37.333175602],[126.823233412,37.333257383],[126.823584068,37.333678734],[126.823790719,37.333927453],[126.824031301,37.334216493],[126.824182546,37.334150978],[126.824507674,37.33455912],[126.825396895,37.334092067],[126.825249558,37.333906451],[126.826934278,37.333010258],[126.827254748,37.333514648],[126.827757708,37.33353089],[126.827018692,37.332638278],[126.827290178,37.332497065],[126.827022626,37.332177986],[126.826831928,37.331950557],[126.826827348,37.331945096]]]}",한식 일반 음식점업/두발 미용업/노래 연습장 운영업/일반 교과학원/부동산 중개 및 대리업/기타 주점업/한의원/슈퍼마켓/체인화 편의점/여자용 겉옷 소매업/한식 육류 요리 전문점/피자  햄버거  샌드위치 및 유사 음식점업/치킨 전문점/커피 전문점/기타 미용업/가정용 세탁업,70,37.33321915200610,126.82510226454000
갈산로72번길,"{""type"":""Polygon"",""coordinates"":[[[126.962082502,37.37734183],[126.961807818,37.377245734],[126.961642704,37.377526434],[126.961498026,37.377809002],[126.960711618,37.377546424],[126.960871037,37.377269618],[126.960569757,37.377138009],[126.960095353,37.377995491],[126.959911538,37.378326708],[126.959740179,37.378650151],[126.959294214,37.379490984],[126.959175214,37.379715568],[126.959227475,37.379736871],[126.960564878,37.380282023],[126.960569258,37.380283857],[126.961334588,37.380612872],[126.961591078,37.380138497],[126.961707819,37.379714121],[126.961704613,37.379139079],[126.961676569,37.378840263],[126.961675702,37.378831076],[126.961670761,37.378778464],[126.961670226,37.378759751],[126.961684707,37.378363029],[126.961689881,37.378329576],[126.961824473,37.377841107],[126.96183673,37.377810202],[126.962082502,37.37734183]]]}",커피 전문점/두발 미용업/한식 일반 음식점업/제과점업/자동차 전문 수리업/기타 주점업/건강 보조식품 소매업/여자용 겉옷 소매업/벽지  마루덮개 및 장판류 소매업/화장품  비누 및 방향제 소매업/한식 육류 요리 전문점/일반 교과학원/가정용 세탁업,58,37.37898932110180,126.96062553565600
장안지구대,"{""type"":""Polygon"",""coordinates"":[[[127.142828452,37.367091166],[127.142519589,37.367159238],[127.141764948,37.367500127],[127.14114465,37.367939978],[127.140886666,37.36776127],[127.140738164,37.367887309],[127.140749097,37.367895298],[127.141319417,37.368312029],[127.141553248,37.368475564],[127.14178155,37.368635242],[127.141785339,37.368637953],[127.141863334,37.368695034],[127.142121761,37.368884175],[127.142644721,37.369260845],[127.142647341,37.369262729],[127.14264796,37.369263175],[127.142650978,37.369265361],[127.142655056,37.369268305],[127.143052525,37.368912321],[127.143284912,37.368826226],[127.143268448,37.368788281],[127.143104338,37.368053027],[127.143080855,37.36802451],[127.143028845,37.367961362],[127.142994391,37.367889954],[127.142943242,37.367626357],[127.142888617,37.367344821],[127.142872113,37.367259779],[127.142857894,37.367204879],[127.142834436,37.36711427],[127.142828452,37.367091166]]]}",자동차 전문 수리업/부동산 중개 및 대리업/두발 미용업/가정용 세탁업/한식 일반 음식점업/제과점업/피자  햄버거  샌드위치 및 유사 음식점업/육류 소매업/기타 스포츠 교육기관/골프 연습장 운영업/체인화 편의점/슈퍼마켓/속옷 및 잠옷 소매업,19,37.36818261951090,127.14213846839800
불곡로,"{""type"":""Polygon"",""coordinates"":[[[127.12465543,37.357727727],[127.12395451,37.35730129],[127.123705567,37.357626655],[127.123363246,37.357456859],[127.122829989,37.358145619],[127.122506558,37.357989477],[127.122013389,37.358657693],[127.122318211,37.358806378],[127.122661482,37.358985758],[127.122446525,37.359260164],[127.122516447,37.359296815],[127.122527755,37.359303145],[127.122653846,37.359378432],[127.122669937,37.359388998],[127.122807186,37.359487942],[127.122822613,37.359500192],[127.122935774,37.359599152],[127.122939021,37.359602054],[127.122940833,37.359603708],[127.123015025,37.359671413],[127.123035292,37.35969297],[127.123116977,37.359794926],[127.123134082,37.35982064],[127.12322513,37.359989127],[127.123232535,37.360006777],[127.123625162,37.359903547],[127.124070515,37.359768299],[127.124528302,37.359625257],[127.125016542,37.359472301],[127.125461549,37.359335919],[127.124887178,37.358489728],[127.125267264,37.358262759],[127.125211885,37.358201527],[127.12465543,37.357727727]]]}",커피 전문점/일반 교과학원/두발 미용업/한식 일반 음식점업/전자상거래 소매업/음악학원/체력 단련시설 운영업/가정용 세탁업/체인화 편의점/애완용 동물 및 관련용품 소매업/부동산 중개 및 대리업,87,37.35857365838810,127.12350871838100
샘재로145번길,"{""type"":""Polygon"",""coordinates"":[[[127.630405076,37.120906111],[127.630512304,37.120549085],[127.630538397,37.120462149],[127.629630057,37.120315706],[127.628953106,37.120243196],[127.629271018,37.119227867],[127.629215469,37.118935667],[127.628394473,37.118982951],[127.628297293,37.118358325],[127.628054044,37.118122141],[127.627846245,37.118260887],[127.62527391,37.11990613],[127.626944563,37.121578774],[127.626455213,37.122620874],[127.626137354,37.123973842],[127.626414075,37.123840384],[127.626822378,37.124702818],[127.627966707,37.123558572],[127.628867272,37.122852298],[127.629175016,37.122557007],[127.629181376,37.122550831],[127.62948064,37.122263117],[127.629527788,37.122258195],[127.629952886,37.12198326],[127.62985324,37.121791177],[127.630114519,37.121575996],[127.630512387,37.121403481],[127.630405076,37.120906111]],[[127.628383182,37.121951617],[127.629331777,37.122212527],[127.629211956,37.122481651],[127.629139179,37.122550137],[127.628996181,37.122522657],[127.628883857,37.122768431],[127.628674136,37.122721593],[127.628769266,37.12246788],[127.628232967,37.12232315],[127.628383182,37.121951617]],[[127.629117024,37.120885771],[127.629287797,37.121203392],[127.629232779,37.121235887],[127.628758979,37.121546431],[127.62866132,37.121452632],[127.628864958,37.121158707],[127.628761568,37.121014201],[127.629117024,37.120885771]]]}",한식 일반 음식점업/일반 교과학원/일반의원/중식 음식점업/의약품 및 의료용품 소매업/서적  신문 및 잡지류 소매업/치과의원/치킨 전문점/기타 음ㆍ식료품 위주 종합 소매업/기타 주점업/노래 연습장 운영업/의복 액세서리 및 모조 장신구 소매업/두발 미용업,19,37.12133107143720,127.62772592738200
안양9동주민센터,"{""type"":""Polygon"",""coordinates"":[[[126.908777479,37.391501313],[126.90816329,37.391022593],[126.90798753,37.391291291],[126.907820284,37.391313401],[126.907749695,37.391411303],[126.907696896,37.39159666],[126.907593176,37.391569798],[126.907540678,37.392148246],[126.907169708,37.392127927],[126.907132998,37.392639504],[126.90711501,37.392638775],[126.907057022,37.392938406],[126.907052583,37.392952444],[126.907448891,37.393197136],[126.90821661,37.393700366],[126.908435963,37.393833606],[126.908520848,37.393820872],[126.90933363,37.393479201],[126.90903948,37.393125077],[126.909310882,37.393075766],[126.909603853,37.392755209],[126.909484367,37.392447052],[126.909465947,37.392448564],[126.90939539,37.392445492],[126.909329477,37.392425173],[126.909274659,37.392389598],[126.909236303,37.392342248],[126.909218162,37.392287758],[126.909222013,37.392231463],[126.909247479,37.392178873],[126.909292067,37.392135135],[126.909351411,37.392104531],[126.909384359,37.392097548],[126.909389344,37.391824012],[126.908777479,37.391501313]]]}",두발 미용업/체인화 편의점/기타 주점업/가정용 세탁업/부동산 중개 및 대리업/한식 일반 음식점업/노래 연습장 운영업/김밥 및 기타 간이 음식점업/육류 소매업/일반 교과학원/커피 전문점/슈퍼마켓,65,37.39243447866190,126.90825510275000
서현로237번길,"{""type"":""Polygon"",""coordinates"":[[[127.130366672,37.385058473],[127.130987088,37.38493237],[127.131181866,37.385178779],[127.131642713,37.385211444],[127.132223236,37.385884187],[127.132602695,37.385783342],[127.133022375,37.385897923],[127.133233428,37.385865114],[127.133260489,37.385352823],[127.133358836,37.385208807],[127.133333869,37.384464108],[127.133046496,37.384290799],[127.132361641,37.384160197],[127.132280671,37.38410523],[127.132121453,37.384132329],[127.131331002,37.384266865],[127.130811292,37.384355317],[127.130797374,37.384357683],[127.130728286,37.384360783],[127.130661265,37.384347044],[127.130602603,37.384317757],[127.130557808,37.384275671],[127.130422018,37.384099056],[127.130401199,37.384104215],[127.130391398,37.384106452],[127.130258027,37.384134307],[127.130170238,37.384154426],[127.130092004,37.384172914],[127.130023287,37.384189144],[127.129869578,37.3842324],[127.129783195,37.384258571],[127.129765661,37.384264122],[127.129625076,37.384308648],[127.129549092,37.384335837],[127.129438455,37.384382891],[127.129308338,37.384440558],[127.129179352,37.384509144],[127.129173641,37.384512961],[127.128871828,37.384714665],[127.128713413,37.384849773],[127.128560477,37.384985408],[127.128559244,37.384986493],[127.128438106,37.385092186],[127.1283245,37.38519131],[127.128065966,37.385416887],[127.127625307,37.385809719],[127.127624691,37.385810266],[127.12759919,37.385832813],[127.128179826,37.386310665],[127.128681574,37.386530053],[127.129912014,37.386691719],[127.130448165,37.386958095],[127.130678031,37.385691514],[127.130482044,37.385335838],[127.130366672,37.385058473]]]}",한식 일반 음식점업/피자  햄버거  샌드위치 및 유사 음식점업/두발 미용업/골프 연습장 운영업/자동차 세차업/여자용 겉옷 소매업/자전거 및 기타 운송장비 소매업/한식 면 요리 전문점/커피 전문점/기타 비알코올 음료점업/기타 스포츠 교육기관,44,37.38555433474540,127.12925588553600
