상권명,다중지역정보,업종정보,점포수,위도,경도
시민로,"{""type"":""Polygon"",""coordinates"":[[[127.144204852,37.441709099],[127.143857322,37.44162145],[127.143856729,37.441622716],[127.143855157,37.441626075],[127.143847983,37.441641396],[127.143612105,37.442144988],[127.143611965,37.442145287],[127.143608086,37.442153567],[127.143607864,37.442154044],[127.143495249,37.442394469],[127.143332238,37.442741574],[127.143310957,37.442786877],[127.143307334,37.442794592],[127.143588074,37.442903627],[127.143636573,37.442800355],[127.143710778,37.442641515],[127.144227493,37.442823776],[127.144840676,37.443063612],[127.144943642,37.442890899],[127.145050575,37.442710894],[127.145154675,37.442531431],[127.14523176,37.442398517],[127.14531246,37.442258307],[127.145403283,37.442097333],[127.145487711,37.441939691],[127.144776475,37.441689577],[127.144844475,37.441548149],[127.144914991,37.441402798],[127.144996723,37.441233874],[127.144742061,37.44114418],[127.144450333,37.441767754],[127.144204852,37.441709099]]]}",한식 일반 음식점업/여관업/기타 주점업/체인화 편의점/두발 미용업/김밥 및 기타 간이 음식점업/태권도 및 무술 교육기관/가정용 세탁업/기타 음ㆍ식료품 위주 종합 소매업/철물 및 난방용구 소매업/운동 및 경기용품 소매업/애완용 동물 및 관련용품 소매업/한식 면 요리 전문점/한식 육류 요리 전문점/일식 음식점업/서양식 음식점업/피자  햄버거  샌드위치 및 유사 음식점업,31,37.44212116509920,127.14450660321100
정조로,"{""type"":""Polygon"",""coordinates"":[[[127.011082941,37.256076811],[127.010170062,37.256082006],[127.0093749,37.256086911],[127.0093855,37.256434763],[127.00918275,37.256441731],[127.009184375,37.256456564],[127.009190925,37.256516393],[127.009196061,37.256563465],[127.009197484,37.2565702],[127.009197805,37.256571758],[127.009202324,37.256594352],[127.009225577,37.256710476],[127.009226631,37.256715738],[127.009239627,37.256770869],[127.009246242,37.256793691],[127.009292564,37.256953521],[127.009295911,37.256961048],[127.009402965,37.257201681],[127.009424261,37.257240006],[127.009517861,37.257408425],[127.009521119,37.257414594],[127.009688397,37.257748502],[127.009713027,37.257794871],[127.0098473,37.258047665],[127.009906314,37.258158767],[127.009906436,37.258158998],[127.00996033,37.258260857],[127.009960638,37.258261442],[127.009991516,37.258320378],[127.010019778,37.258374306],[127.010078304,37.258485248],[127.010079064,37.258486707],[127.010128087,37.258581957],[127.010219247,37.258759058],[127.010281746,37.258880487],[127.010282333,37.258881638],[127.010317917,37.258952151],[127.010353246,37.258945354],[127.010828706,37.258850042],[127.011196252,37.258776362],[127.011215768,37.25877245],[127.01161862,37.258691692],[127.011913094,37.258632658],[127.011708195,37.258233085],[127.01153684,37.257898924],[127.011497271,37.257823189],[127.011313988,37.257472409],[127.011258626,37.257366443],[127.011257307,37.257363862],[127.011138228,37.257125638],[127.011126179,37.257092754],[127.011104688,37.257003281],[127.011103157,37.256996916],[127.011094709,37.256961731],[127.01109068,37.256929601],[127.011085351,37.25651107],[127.011082813,37.256311661],[127.011082801,37.256309741],[127.01108294,37.256078438],[127.011082941,37.256076811]],[[127.010371526,37.257244687],[127.010783036,37.257106762],[127.010868506,37.257278963],[127.010940585,37.257424584],[127.010531217,37.257560275],[127.010450172,37.257399936],[127.010371526,37.257244687]]]}",한식 일반 음식점업/부동산 중개 및 대리업/체인화 편의점/두발 미용업/철물 및 난방용구 소매업/일반 교과학원/가정용 직물제품 소매업/가정용 세탁업/기타 음ㆍ식료품 위주 종합 소매업/그 외 기타 분류 안된 가정용품 소매업/한식 면 요리 전문점/한식 육류 요리 전문점/서양식 음식점업/제과점업/치킨 전문점/간이 음식 포장 판매 전문점/채소  과실 및 뿌리작물 소매업/화초 및 식물 소매업/전자상거래 소매업/안경 및 렌즈 소매업/화장품  비누 및 방향제 소매업/자전거 및 기타 운송장비 소매업/운동 및 경기용품 소매업/미술학원/체력 단련시설 운영업/노래 연습장 운영업/피부 미용업/셔츠 및 블라우스 소매업/육류 소매업,45,37.25751642034220,127.01004058997900
신평로168번길,"{""type"":""Polygon"",""coordinates"":[[[127.210761168,37.546788197],[127.211606303,37.547700588],[127.211998649,37.548124447],[127.211498583,37.548393122],[127.21127748,37.548164131],[127.210676733,37.5485228],[127.210881074,37.548731407],[127.21077578,37.548803171],[127.210936325,37.548980222],[127.212161822,37.548262334],[127.212224723,37.548236437],[127.212294595,37.548227283],[127.212364601,37.548235768],[127.212427887,37.548261063],[127.212478259,37.54830069],[127.212510785,37.548350771],[127.212522283,37.548406404],[127.212511625,37.548462142],[127.212479856,37.54851253],[127.212430086,37.548552636],[127.211210447,37.549267093],[127.211349198,37.549406877],[127.211582122,37.54964152],[127.211589276,37.549649131],[127.211644684,37.54971144],[127.211654763,37.549722779],[127.211950782,37.550055639],[127.211963292,37.550071371],[127.212047039,37.55018981],[127.212062541,37.550216677],[127.212150936,37.550410386],[127.212160083,37.550436333],[127.212194186,37.550571105],[127.212198632,37.550604904],[127.212200868,37.550784016],[127.21219885,37.55080988],[127.212172669,37.550964519],[127.212169249,37.550979747],[127.212130595,37.55111746],[127.212113782,37.551156092],[127.212027015,37.551300117],[127.212019736,37.551311197],[127.211933999,37.551431352],[127.211913933,37.551454723],[127.212936382,37.551340715],[127.213076256,37.550919837],[127.212807143,37.549097907],[127.214278667,37.550771336],[127.214416065,37.550661499],[127.214436467,37.550647048],[127.215045666,37.550265375],[127.215682388,37.549866624],[127.215690114,37.549861995],[127.216115521,37.549618251],[127.2161865,37.549570227],[127.216200722,37.549561357],[127.216601248,37.549331501],[127.216618351,37.549322591],[127.216946532,37.54916801],[127.216949553,37.549166613],[127.21728695,37.549013237],[127.217295527,37.549009531],[127.217918101,37.548754193],[127.218086078,37.548672861],[127.218095424,37.548668575],[127.21848366,37.548500218],[127.218495476,37.548495446],[127.218514398,37.54848835],[127.217255356,37.547009935],[127.217003564,37.545888371],[127.216736737,37.545913746],[127.216735635,37.545913849],[127.216489781,37.545936256],[127.216285633,37.545963177],[127.216259919,37.5459706],[127.216152853,37.546014306],[127.216144941,37.546017382],[127.215163243,37.546380449],[127.215106861,37.546394529],[127.215038708,37.546404012],[127.214993509,37.546406633],[127.214835815,37.546403171],[127.214297553,37.546391042],[127.214055542,37.546385866],[127.214042237,37.546385269],[127.213807096,37.546369175],[127.213006931,37.546341152],[127.212877061,37.546344518],[127.21267365,37.546373877],[127.212221216,37.546450853],[127.212219181,37.546451191],[127.211688475,37.54653743],[127.211278339,37.546619844],[127.210946535,37.546706832],[127.210761168,37.546788197]]]}",자동차 전문 수리업/한식 일반 음식점업/부동산 중개 및 대리업/골프 연습장 운영업/커피 전문점/애완용 동물 및 관련용품 소매업/자동차 세차업/가전제품 소매업/제과점업/가정용 세탁업/치킨 전문점/의료용 기구 소매업/중식 음식점업,62,37.54861060480620,127.21528180884300
이화로,"{""type"":""Polygon"",""coordinates"":[[[126.857794038,37.299186386],[126.857775051,37.298920704],[126.857734522,37.298921973],[126.85664964,37.298955921],[126.856591611,37.298957736],[126.85657848,37.298956493],[126.856589131,37.299218974],[126.856138087,37.299280511],[126.856093328,37.299466488],[126.855616387,37.299492294],[126.855217016,37.299702723],[126.855150118,37.299721224],[126.855189085,37.300430068],[126.85524203,37.301403174],[126.855265275,37.301450986],[126.855709979,37.301436697],[126.856232307,37.301417242],[126.85625986,37.301803381],[126.856290205,37.301794334],[126.856330997,37.301785546],[126.85649064,37.301763702],[126.856519304,37.301761273],[126.856722314,37.301754495],[126.856707755,37.301467729],[126.857891844,37.301438882],[126.85787834,37.301096063],[126.858185498,37.301089198],[126.858089978,37.299185716],[126.858089611,37.299178405],[126.857794038,37.299186386]]]}",한식 일반 음식점업/기타 음ㆍ식료품 위주 종합 소매업/전자상거래 소매업/부동산 중개 및 대리업/한식 육류 요리 전문점/두발 미용업/자동차 전문 수리업/김밥 및 기타 간이 음식점업/슈퍼마켓/기타 외국식 음식점업/체인화 편의점/피자  햄버거  샌드위치 및 유사 음식점업,75,37.30007745117870,126.85665220849400
정자1동주민센터,"{""type"":""Polygon"",""coordinates"":[[[126.993442287,37.302116467],[126.993766211,37.30169402],[126.99354049,37.301597489],[126.992920852,37.301355972],[126.992862971,37.301334925],[126.99235785,37.301149851],[126.992129159,37.301064838],[126.991453958,37.300814112],[126.991233586,37.301294879],[126.991132298,37.301568283],[126.9908475,37.301487859],[126.990251084,37.301250187],[126.99009112,37.30156195],[126.990263081,37.301618888],[126.99014227,37.301902262],[126.990511019,37.302004805],[126.990503999,37.3020819],[126.990453182,37.302270976],[126.990190968,37.302214959],[126.989977432,37.302737174],[126.990268035,37.302805542],[126.990348511,37.302823968],[126.990968484,37.303014252],[126.991305222,37.303165234],[126.991520678,37.303291529],[126.992006235,37.303755212],[126.99212324,37.303889399],[126.992748253,37.303014186],[126.992664937,37.303050084],[126.992293394,37.302918522],[126.99237185,37.302771073],[126.991670645,37.302407492],[126.991813819,37.302217794],[126.992560709,37.30256543],[126.992711179,37.302357207],[126.99312902,37.302532527],[126.993289139,37.302314249],[126.993442287,37.302116467]]]}",두발 미용업/커피 전문점/한식 일반 음식점업/음악학원/한식 육류 요리 전문점/부동산 중개 및 대리업/가전제품 수리업/체인화 편의점/전자상거래 소매업/슈퍼마켓/일반 교과학원,76,37.30233558805910,126.99093326973700
성남은행초등학교,"{""type"":""Polygon"",""coordinates"":[[[127.168726276,37.46206012],[127.169049663,37.461782313],[127.169710373,37.462281975],[127.169983119,37.462022578],[127.170272364,37.461772306],[127.170421718,37.461874723],[127.170851378,37.462217324],[127.171064647,37.462033535],[127.171318919,37.461815117],[127.171602794,37.461570999],[127.17141686,37.461422147],[127.17121497,37.461214614],[127.171201207,37.46114919],[127.170563084,37.460683485],[127.170028253,37.460301287],[127.169801136,37.460139754],[127.169227746,37.460626814],[127.168801609,37.460318585],[127.168568267,37.46014518],[127.168443891,37.46005251],[127.168184272,37.459859771],[127.168122879,37.459789507],[127.167897179,37.459532242],[127.167529548,37.459113089],[127.167250417,37.459262632],[127.16721847,37.459279996],[127.166894411,37.459456207],[127.166893848,37.459456512],[127.166846663,37.459482004],[127.166831004,37.459490467],[127.166824025,37.459494235],[127.166477195,37.459681607],[127.166474227,37.459683212],[127.166465045,37.459688171],[127.166093867,37.459888438],[127.166106827,37.459903745],[127.16625786,37.46008249],[127.166412128,37.460264198],[127.166450869,37.460309753],[127.166471897,37.460334493],[127.166502714,37.460370276],[127.166511228,37.460380104],[127.166542817,37.460416592],[127.166547957,37.460420509],[127.166600905,37.460460527],[127.166648458,37.460496498],[127.166677627,37.460518593],[127.166711319,37.460544054],[127.166750215,37.460573465],[127.166783763,37.460598851],[127.166811814,37.460620103],[127.166850451,37.460649313],[127.16685113,37.460649829],[127.166876174,37.460668921],[127.166911294,37.460695524],[127.16691146,37.460695649],[127.166943108,37.460719671],[127.167036902,37.460790575],[127.167037403,37.460790955],[127.167074495,37.460819167],[127.167076577,37.460820741],[127.167076944,37.46082102],[127.167083865,37.460826275],[127.167114909,37.460849845],[127.167142575,37.460870748],[127.167142904,37.460870998],[127.167311439,37.460998852],[127.167324201,37.461008434],[127.167349195,37.461027183],[127.167350239,37.461027971],[127.167536416,37.46116942],[127.167674059,37.461272578],[127.16769446,37.461287746],[127.167735207,37.461318052],[127.167735544,37.461318304],[127.167840808,37.46139692],[127.167896742,37.461438765],[127.167951037,37.461479255],[127.167992906,37.461510471],[127.167993357,37.461510808],[127.168085028,37.46157953],[127.168089763,37.461583066],[127.168112447,37.461599997],[127.168120877,37.461606288],[127.168464994,37.461863165],[127.168465797,37.461863767],[127.168562172,37.461936416],[127.168722494,37.46205727],[127.16872262,37.462057364],[127.168722805,37.462057504],[127.168726276,37.46206012]]]}",두발 미용업/한식 일반 음식점업/한식 육류 요리 전문점/노래 연습장 운영업/치킨 전문점/의약품 및 의료용품 소매업/체인화 편의점/기타 주점업/부동산 중개 및 대리업/당구장 운영업/일반 교과학원/육류 소매업,129,37.46070505979780,127.16875816444000
가림로201번안길,"{""type"":""Polygon"",""coordinates"":[[[126.861742538,37.474829865],[126.861883485,37.474388019],[126.861481901,37.474310381],[126.861055596,37.474511829],[126.860937339,37.474901519],[126.861168982,37.475305841],[126.860162287,37.476036692],[126.860096114,37.475880624],[126.859865886,37.475266821],[126.859523159,37.475361506],[126.85918255,37.47545621],[126.859463413,37.476108798],[126.859462302,37.476112166],[126.859620626,37.476505084],[126.860003165,37.47734956],[126.860364408,37.477246041],[126.860190322,37.476867051],[126.861400526,37.47653293],[126.861578473,37.476471006],[126.862477017,37.476047998],[126.862461726,37.47602805],[126.862445285,37.475973469],[126.862442933,37.475949851],[126.862439449,37.475914926],[126.862442188,37.475885677],[126.862435662,37.475883435],[126.862261173,37.475670574],[126.862499215,37.475419444],[126.862480907,37.475158528],[126.86232395,37.475094509],[126.862456112,37.474905997],[126.862255251,37.474848313],[126.861742538,37.474829865]]]}",전자상거래 소매업/기타 음ㆍ식료품 위주 종합 소매업/자동차 세차업/두발 미용업,2,37.47577590605710,126.86143568766700
내각1로73번안길,"{""type"":""Polygon"",""coordinates"":[[[127.164952761,37.704312088],[127.164125717,37.704080416],[127.163704603,37.703741237],[127.162903988,37.7040605],[127.16273917,37.704062711],[127.162521379,37.70392207],[127.162244739,37.703877872],[127.161493661,37.704014455],[127.160977982,37.704049086],[127.160813437,37.703995545],[127.16104012,37.704164409],[127.161521267,37.704332828],[127.161532395,37.704572244],[127.161736233,37.70475615],[127.162502805,37.705070755],[127.162669536,37.704835416],[127.162748621,37.704641129],[127.162829196,37.704598338],[127.16318403,37.704780496],[127.163967645,37.705156032],[127.163820036,37.705424734],[127.163889754,37.705465211],[127.164155458,37.705473849],[127.163673814,37.705822406],[127.163538309,37.706054588],[127.163261722,37.706320687],[127.16275395,37.707322303],[127.161512248,37.709073323],[127.160877634,37.70956382],[127.160243228,37.710664202],[127.159929567,37.71088385],[127.160236228,37.71115972],[127.160252388,37.711266832],[127.15970016,37.711898132],[127.159761645,37.712732024],[127.159430066,37.713030947],[127.159273303,37.713354202],[127.159391025,37.714575375],[127.159538561,37.715164911],[127.159424397,37.715701902],[127.159605274,37.716509612],[127.159888638,37.718885282],[127.160324725,37.71966327],[127.161649883,37.718610032],[127.162670974,37.716854071],[127.162724864,37.716348186],[127.162534138,37.715783126],[127.16266664,37.715252457],[127.162648715,37.714828845],[127.162963226,37.714502761],[127.163055225,37.714137932],[127.163290591,37.713789324],[127.163145658,37.712365793],[127.163247813,37.711695811],[127.163470419,37.71140962],[127.164364243,37.710686675],[127.164740397,37.710234315],[127.163942591,37.709507281],[127.163418549,37.708894246],[127.163697734,37.708365741],[127.164696942,37.707596797],[127.164970962,37.70724339],[127.165382713,37.70645846],[127.165398839,37.70618939],[127.165783726,37.705587291],[127.165182,37.704823356],[127.165020977,37.704328338],[127.164952761,37.704312088]]]}",한식 일반 음식점업/두발 미용업/부동산 중개 및 대리업/한식 육류 요리 전문점/가정용 세탁업/노래 연습장 운영업/통신기기 소매업/커피 전문점/체인화 편의점/일반 교과학원/한식 해산물 요리 전문점/김밥 및 기타 간이 음식점업,60,37.71179693556410,127.16150969221300
판교역로10번길,"{""type"":""Polygon"",""coordinates"":[[[127.112440185,37.385285928],[127.112562708,37.384950068],[127.112620543,37.384833361],[127.112616192,37.383703659],[127.1125742,37.383708141],[127.112141733,37.38375997],[127.112137492,37.383760476],[127.111550749,37.383830868],[127.111170161,37.383876522],[127.111159421,37.383877808],[127.110835207,37.383916704],[127.110825152,37.383917727],[127.110765495,37.383922712],[127.110743231,37.383924571],[127.110669284,37.383930744],[127.110315183,37.383970198],[127.110313671,37.383970363],[127.109895118,37.384014698],[127.109892048,37.384015007],[127.109670368,37.384036026],[127.109661661,37.384036851],[127.109672549,37.385251076],[127.110820282,37.385268709],[127.110812754,37.386356141],[127.111213018,37.386349008],[127.111368503,37.386360875],[127.111368809,37.386664428],[127.112306424,37.38666639],[127.112286515,37.386349174],[127.112678601,37.386382951],[127.112679232,37.386368416],[127.112681131,37.386324477],[127.112681498,37.386318684],[127.112703134,37.386060078],[127.112714846,37.385848993],[127.112716109,37.385836337],[127.112757253,37.385551397],[127.112760971,37.385533566],[127.11281634,37.385331308],[127.112818236,37.38532494],[127.112829655,37.385289459],[127.112440185,37.385285928]]]}",커피 전문점/두발 미용업/여자용 겉옷 소매업/서양식 음식점업/전자상거래 소매업/가구 소매업/일반 교과학원/화장품  비누 및 방향제 소매업/제과점업/가방 및 기타 가죽제품 소매업/애완용 동물 및 관련용품 소매업,144,37.38510060687860,127.11108974590600
영통로27번길,"{""type"":""Polygon"",""coordinates"":[[[127.060024399,37.230876036],[127.06071212,37.230909081],[127.060724948,37.230811751],[127.060882681,37.23081469],[127.061435093,37.230825539],[127.062162795,37.230758081],[127.062112215,37.231316925],[127.061845597,37.231518408],[127.061836989,37.231587893],[127.062014985,37.231888916],[127.06202995,37.232273409],[127.062260711,37.232664959],[127.062329588,37.232762371],[127.062660809,37.233232434],[127.063754524,37.233301052],[127.063907547,37.233326002],[127.0639831,37.23325284],[127.063984807,37.233251206],[127.064218566,37.233030211],[127.064754534,37.232523493],[127.064924361,37.232348864],[127.064980796,37.232290832],[127.06504789,37.232220843],[127.065073394,37.23219424],[127.065102975,37.232152673],[127.065125938,37.232126222],[127.065144109,37.23210884],[127.065155932,37.232092269],[127.065173416,37.232064334],[127.065193751,37.232029335],[127.065204823,37.232012633],[127.065225391,37.231985188],[127.065275464,37.231893816],[127.065280246,37.231885653],[127.06532937,37.231806969],[127.065363073,37.231741656],[127.065367639,37.231732598],[127.065378991,37.231688718],[127.065383514,37.231674271],[127.06538565,37.231668475],[127.065437942,37.231526626],[127.065438038,37.231526317],[127.065438092,37.231526141],[127.065462665,37.231446843],[127.065470174,37.231412665],[127.065489643,37.231324012],[127.065492783,37.231251051],[127.06549286,37.23124947],[127.06549287,37.231249281],[127.065498472,37.231227211],[127.065502306,37.231204901],[127.065505457,37.231199694],[127.065506896,37.231194025],[127.065520754,37.23117442],[127.065533022,37.231154149],[127.065538031,37.231149976],[127.065541591,37.23114494],[127.065562346,37.231129718],[127.065581848,37.231113471],[127.065588225,37.231110739],[127.065593556,37.23110683],[127.065619179,37.231097481],[127.065644005,37.231086848],[127.065651126,37.231085826],[127.065657707,37.231083425],[127.065685688,37.231080865],[127.065713409,37.231076886],[127.065713918,37.231076878],[127.06558791,37.230503804],[127.065331585,37.229899738],[127.064865166,37.230055443],[127.064405085,37.230353682],[127.064195736,37.230424119],[127.063744511,37.230461107],[127.063440661,37.23042717],[127.063221712,37.230362364],[127.062950721,37.230405278],[127.062567494,37.23041126],[127.062149571,37.230489055],[127.061670118,37.230530318],[127.06133637,37.230635809],[127.060772517,37.230667389],[127.060256025,37.230514617],[127.059968632,37.230516845],[127.059765415,37.230546772],[127.059368293,37.230764392],[127.059133668,37.230827861],[127.059136082,37.230888704],[127.060024399,37.230876036]]]}",한식 일반 음식점업/자동차 전문 수리업/일반 교과학원/자동차 세차업/기타 주점업/음악학원/한식 면 요리 전문점/부동산 중개 및 대리업/가구 소매업/중식 음식점업/당구장 운영업/피자  햄버거  샌드위치 및 유사 음식점업,52,37.23162818679760,127.06363111366000
보광로,"{""type"":""Polygon"",""coordinates"":[[[126.901889639,37.715036413],[126.901242393,37.714990971],[126.900982125,37.71687223],[126.900959995,37.717098967],[126.90104698,37.717233239],[126.901247805,37.717435584],[126.901653964,37.717774992],[126.901735898,37.71784333],[126.90193634,37.717951627],[126.902060828,37.718018672],[126.902478288,37.718505723],[126.902966618,37.71827262],[126.903313942,37.718106907],[126.903245648,37.718026871],[126.902987849,37.717721509],[126.902377495,37.716998966],[126.902446562,37.716400998],[126.902496178,37.715968409],[126.902544936,37.715545949],[126.902598559,37.715081862],[126.901889639,37.715036413]]]}",한식 일반 음식점업/체인화 편의점/부동산 중개 및 대리업/커피 전문점/가정용 세탁업/의약품 및 의료용품 소매업/육류 소매업/당구장 운영업/두발 미용업/페인트  창호 및 기타 건설자재 소매업,43,37.71663661826770,126.90171704180200
양주산성로,"{""type"":""Polygon"",""coordinates"":[[[126.987357716,37.790837574],[126.987675591,37.790397118],[126.988134592,37.790040652],[126.989068837,37.78896745],[126.989759397,37.788279588],[126.990106937,37.787768988],[126.990403116,37.787411706],[126.990345223,37.787409401],[126.99032789,37.787408182],[126.990317931,37.787407174],[126.990301738,37.787405527],[126.990233428,37.787398595],[126.990184509,37.787389166],[126.990069589,37.787355941],[126.989953941,37.787331739],[126.989942062,37.787332015],[126.989816872,37.787317809],[126.989681982,37.787318055],[126.989479616,37.787322652],[126.98926427,37.787334061],[126.988995933,37.78736434],[126.988992548,37.787364701],[126.988752358,37.787388884],[126.988748753,37.787389223],[126.988569426,37.78740497],[126.988559789,37.787405652],[126.988429053,37.787412674],[126.988397222,37.787412609],[126.988369384,37.787411],[126.988318019,37.787408021],[126.988275495,37.787405557],[126.988269887,37.787405176],[126.988175696,37.787397849],[126.988112038,37.787385346],[126.988014662,37.787353801],[126.987984871,37.787342063],[126.987887679,37.787296436],[126.987883552,37.787294452],[126.987691997,37.787200109],[126.987677911,37.787192578],[126.987373901,37.787016576],[126.987358782,37.787007014],[126.987150348,37.786863266],[126.987050558,37.786809788],[126.986942809,37.786753634],[126.98680404,37.786691925],[126.986596593,37.786612891],[126.986289221,37.786501445],[126.985908004,37.78637618],[126.985541336,37.786268968],[126.985536401,37.786267473],[126.985206121,37.786163912],[126.984953731,37.786087435],[126.984937174,37.786082417],[126.984853905,37.786057416],[126.984760517,37.786042093],[126.984687859,37.786034189],[126.984607705,37.786029972],[126.984536464,37.786027765],[126.984470177,37.786029333],[126.984407414,37.786045443],[126.98436384,37.786067706],[126.984338101,37.786080856],[126.984329968,37.786084823],[126.984205249,37.786142808],[126.984184085,37.786151498],[126.98406559,37.786194051],[126.984064771,37.786194344],[126.983990462,37.786220749],[126.98387743,37.786266024],[126.983839255,37.786278014],[126.983820676,37.786282356],[126.984782464,37.787364014],[126.985480194,37.790959974],[126.98663507,37.790934985],[126.987357716,37.790837574]]]}",일반 교과학원/통신기기 소매업/화초 및 식물 소매업/두발 미용업/한식 일반 음식점업/간이 음식 포장 판매 전문점/피자  햄버거  샌드위치 및 유사 음식점업/체인화 편의점/일식 음식점업/김밥 및 기타 간이 음식점업/기타 주점업/기타 비알코올 음료점업/한의원/음악학원/부동산 중개 및 대리업/태권도 및 무술 교육기관/중식 음식점업/육류 소매업/전기용품 및 조명장치 소매업/주방용품 및 가정용 유리  요업제품 소매업/문구용품 및 회화용품 소매업/안경 및 렌즈 소매업/한식 육류 요리 전문점,31,37.78862330238230,126.98722043318200
도일로135번길,"{""type"":""Polygon"",""coordinates"":[[[126.783581406,37.343021876],[126.784245592,37.342622093],[126.783864296,37.342209323],[126.783545457,37.34188223],[126.782795632,37.342584673],[126.782478632,37.342777958],[126.781632395,37.342591297],[126.781593844,37.342904018],[126.78234948,37.343197876],[126.782195814,37.343606841],[126.782038029,37.344074332],[126.783075912,37.344297313],[126.783730742,37.344435257],[126.783849906,37.344043957],[126.784497256,37.344230251],[126.784536703,37.344080292],[126.784651964,37.343712041],[126.784720607,37.343500996],[126.784790743,37.343284898],[126.783581406,37.343021876]]]}",두발 미용업/한식 일반 음식점업/체인화 편의점/치킨 전문점/기타 주점업/기타 음ㆍ식료품 위주 종합 소매업/피자  햄버거  샌드위치 및 유사 음식점업/섬유 원단  실 및 기타 섬유제품 소매업/그 외 기타 분류 안된 가정용품 소매업/화장품  비누 및 방향제 소매업/한식 육류 요리 전문점/부동산 중개 및 대리업,27,37.34311004534060,126.78305693645100
진건오남로390번길_2,"{""type"":""Polygon"",""coordinates"":[[[127.19964062,37.672582294],[127.200211078,37.672537726],[127.200764014,37.672707034],[127.200708297,37.672650342],[127.200823787,37.672318865],[127.200712442,37.672197035],[127.201112157,37.67201953],[127.201623715,37.671420417],[127.201397283,37.671228542],[127.201287907,37.670955801],[127.201126098,37.670816172],[127.201170842,37.670541094],[127.20101379,37.670354192],[127.200302275,37.670671501],[127.200314064,37.670827573],[127.200123815,37.670962005],[127.200463157,37.671327533],[127.20011795,37.671740802],[127.19964062,37.672582294]]]}",한식 일반 음식점업/체인화 편의점/그 외 기타 분류 안된 가정용품 소매업/애완용 동물 및 관련용품 소매업/한식 면 요리 전문점/중식 음식점업/육류 소매업/기타 주점업/슈퍼마켓,9,37.67158061428530,127.20086935457300
화양로,"{""type"":""Polygon"",""coordinates"":[[[126.997714963,37.279283441],[126.996717786,37.278904997],[126.996636644,37.279151265],[126.996037799,37.279400751],[126.996036141,37.279446072],[126.995854583,37.279770615],[126.995738696,37.279979418],[126.995256547,37.279799338],[126.994878897,37.279658158],[126.99485554,37.279506464],[126.99469611,37.279544254],[126.994671154,37.279459846],[126.994416497,37.279530336],[126.994528797,37.280228504],[126.993097189,37.279686401],[126.993001432,37.279652923],[126.993126647,37.280067923],[126.993066511,37.280376597],[126.993447276,37.280522034],[126.994092233,37.280781503],[126.99430363,37.280864112],[126.994961282,37.28136219],[126.994901701,37.281523317],[126.994784304,37.281712676],[126.994390976,37.282405991],[126.993987519,37.283065428],[126.994043025,37.283449705],[126.994431608,37.283565075],[126.994697194,37.282752408],[126.995046908,37.282636543],[126.995313139,37.282730317],[126.995761769,37.282888148],[126.995547922,37.283918924],[126.995784546,37.28398682],[126.996094783,37.283074847],[126.996426801,37.282194032],[126.996398542,37.282172392],[126.996156427,37.281987589],[126.996345591,37.281461775],[126.996620405,37.281519293],[126.99690336,37.281706974],[126.997161809,37.28188262],[126.996986994,37.28233647],[126.996989453,37.282337054],[126.996730718,37.283193148],[126.996710419,37.283262247],[126.997063976,37.283654114],[126.997569594,37.283394824],[126.997497638,37.283213435],[126.997187798,37.28289994],[126.997106426,37.28281759],[126.997039561,37.282358597],[126.997437847,37.282113886],[126.997485973,37.282045586],[126.997609517,37.281870638],[126.997635037,37.281832838],[126.997253764,37.281644891],[126.9972114,37.281623977],[126.997663907,37.281063217],[126.997832171,37.280890618],[126.998210137,37.281168644],[126.998210394,37.28149529],[126.998510301,37.281494164],[126.998615697,37.281491956],[126.998609371,37.28106445],[126.998611069,37.280643207],[126.999866119,37.28063015],[126.99986614,37.280228603],[127.000385925,37.280228201],[127.001243729,37.280222197],[127.001512638,37.280219676],[127.002149936,37.280206739],[127.002169299,37.281009995],[127.002745137,37.281008365],[127.002741934,37.281465357],[127.003262444,37.281464103],[127.003277291,37.28127331],[127.004036695,37.281274344],[127.004040918,37.281462199],[127.004428897,37.281463205],[127.004629404,37.281463763],[127.004475582,37.281236073],[127.004881698,37.281067896],[127.004667432,37.280765075],[127.004658468,37.280752407],[127.004657624,37.280751203],[127.004226333,37.280130617],[127.004180173,37.28006421],[127.004175835,37.280057655],[127.004142637,37.280004892],[127.004130906,37.279986248],[127.003719646,37.280168412],[127.003461583,37.279721894],[127.002722175,37.27972891],[127.001514057,37.27973817],[127.00038175,37.279743832],[127.000377426,37.279270726],[126.999713122,37.279274696],[126.99916726,37.279755266],[126.998930278,37.279928414],[126.998484368,37.279592372],[126.997714963,37.279283441]],[[127.002745137,37.281008365],[127.002739726,37.280616628],[127.003464326,37.280610895],[127.004022228,37.280606292],[127.004031331,37.28101242],[127.002745137,37.281008365]],[[126.995642232,37.281857927],[126.995843283,37.281339535],[126.996096145,37.281404752],[126.995852968,37.282043872],[126.995642232,37.281857927]],[[126.996705757,37.281380911],[126.996819547,37.281197432],[126.997096819,37.280830052],[126.997380791,37.280994087],[126.996995345,37.281520214],[126.996705757,37.281380911]]]}",두발 미용업/부동산 중개 및 대리업/기타 주점업/한식 일반 음식점업/커피 전문점/김밥 및 기타 간이 음식점업/일반 교과학원/치킨 전문점/한식 육류 요리 전문점/체인화 편의점,250,37.28143323366110,126.99537097785400
